Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FS","Données de la sécurité alimentaire","2","Afghanistan","6121","Valeur","21026","Pourcentage des enfants de moins de 5 ans émaciés (%)","2018","2018","%","5.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","2","Afghanistan","6121","Valeur","21025","Pourcentage des enfants de moins de 5 ans présentant un retard de croissance (%)","2018","2018","%","38.2","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","2","Afghanistan","6121","Valeur","21041","Prévalence de l'excès pondéral chez l’enfant (de moins de 5 ans)","2018","2018","%","4.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","2","Afghanistan","6121","Valeur","21044","Allaitement exclusif au sein du nourrisson de 0 à 5 mois","2018","2018","%","57.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","120","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","Kcal/personne/jour","2894","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","12630.8","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","5.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","3.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","202","Afrique du Sud","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.28","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","3","Albanie","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","138","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","3","Albanie","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","Kcal/personne/jour","3439","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","3","Albanie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","13601.3","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","3","Albanie","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","3.6","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","3","Albanie","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","0.1","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","3","Albanie","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","10","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","3","Albanie","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","37.1","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","3","Albanie","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","0.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","3","Albanie","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","1.1","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","3","Albanie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.38","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","4","Algérie","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","145","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","4","Algérie","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","Kcal/personne/jour","3343","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","4","Algérie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","11479.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","4","Algérie","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","2.8","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","4","Algérie","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","1.2","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","4","Algérie","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","9.3","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","4","Algérie","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","17.6","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","4","Algérie","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","3.9","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","4","Algérie","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","7.4","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","4","Algérie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.79","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","79","Allemagne","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","138","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","79","Allemagne","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","Kcal/personne/jour","3529","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","79","Allemagne","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2018","2018","pour 100 km carrés de surface totale du pays","9.4","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","79","Allemagne","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","53660","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","79","Allemagne","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","<2.5","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","79","Allemagne","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NR","Non rapportée",""
"FS","Données de la sécurité alimentaire","79","Allemagne","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","0.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","79","Allemagne","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","3.5","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","79","Allemagne","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","0.6","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","79","Allemagne","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","2.9","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","79","Allemagne","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.6","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","6","Andorre","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","6","Andorre","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","6","Andorre","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","6","Andorre","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","6","Andorre","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","6","Andorre","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","6","Andorre","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","1.43","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","7","Angola","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","110","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","7","Angola","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","Kcal/personne/jour","2353","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","7","Angola","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","6933.5","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","7","Angola","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","18.6","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","7","Angola","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","5.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","7","Angola","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","7","Angola","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","7","Angola","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","7","Angola","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","7","Angola","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.32","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","8","Antigua-et-Barbuda","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","99","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","8","Antigua-et-Barbuda","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","Kcal/personne/jour","2430","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","8","Antigua-et-Barbuda","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","21115.8","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","8","Antigua-et-Barbuda","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","8","Antigua-et-Barbuda","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","8","Antigua-et-Barbuda","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","8","Antigua-et-Barbuda","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","8","Antigua-et-Barbuda","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","8","Antigua-et-Barbuda","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NV","Non disponible",""
"FS","Données de la sécurité alimentaire","8","Antigua-et-Barbuda","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.73","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","194","Arabie saoudite","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","132","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","194","Arabie saoudite","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","Kcal/personne/jour","3223","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","194","Arabie saoudite","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2018","2018","pour 100 km carrés de surface totale du pays","0.1","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","194","Arabie saoudite","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","47596.7","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","194","Arabie saoudite","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","4.8","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","194","Arabie saoudite","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","1.6","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","194","Arabie saoudite","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","","NR","Non rapportée",""
"FS","Données de la sécurité alimentaire","194","Arabie saoudite","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","","NR","Non rapportée",""
"FS","Données de la sécurité alimentaire","194","Arabie saoudite","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NR","Non rapportée",""
"FS","Données de la sécurité alimentaire","194","Arabie saoudite","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NR","Non rapportée",""
"FS","Données de la sécurité alimentaire","194","Arabie saoudite","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.52","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","9","Argentine","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","134","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","9","Argentine","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","Kcal/personne/jour","3240","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","9","Argentine","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","22745.9","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","9","Argentine","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","3.8","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","9","Argentine","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","1.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","9","Argentine","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","12.9","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","9","Argentine","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","35.8","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","9","Argentine","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","5.7","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","9","Argentine","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","15.9","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","9","Argentine","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.02","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","1","Arménie","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","127","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","1","Arménie","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","Kcal/personne/jour","3092","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","1","Arménie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","12715","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","1","Arménie","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","2.6","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","1","Arménie","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","<0.1","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","1","Arménie","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","4.1","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","1","Arménie","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","34.9","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","1","Arménie","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","0.1","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","1","Arménie","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","1","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","1","Arménie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.42","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","10","Australie","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","134","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","10","Australie","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","Kcal/personne/jour","3329","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","10","Australie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","49576","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","10","Australie","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","<2.5","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","10","Australie","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NR","Non rapportée",""
"FS","Données de la sécurité alimentaire","10","Australie","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","3.9","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","10","Australie","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","13.5","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","10","Australie","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","1","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","10","Australie","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","3.4","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","10","Australie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.98","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","11","Autriche","6121","Valeur","21010","Suffisance des apports énergétiques alimentaires moyens (%) (moyenne sur 3 ans)","20172019","2017-2019","%","145","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","11","Autriche","6128","Valeur","22000","Disponibilité alimentaire par habitant utilisée dans l'estimation de la prévalence de la sous-alimentation (kcal/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","Kcal/personne/jour","3683","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","11","Autriche","6124","Valeur","21016","Densité du réseau ferroviaire (pour 100 km carrés de surface totale du pays)","2018","2018","pour 100 km carrés de surface totale du pays","5.8","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","11","Autriche","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2011)","2018","2018","I$","55687.2","X","Sources internationales sûres",""
"FS","Données de la sécurité alimentaire","11","Autriche","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20172019","2017-2019","%","<2.5","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","11","Autriche","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","","NR","Non rapportée",""
"FS","Données de la sécurité alimentaire","11","Autriche","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","1.1","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","11","Autriche","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20172019","2017-2019","%","3.6","F","Estimation FAO",""
"FS","Données de la sécurité alimentaire","11","Autriche","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20172019","2017-2019","millions","0.1","F","Estimation FAO",""
