Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"TA","Animaux vivants","225","Émirats arabes unis","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","934","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","225","Émirats arabes unis","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","753","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","58","Équateur","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","2824","","Donnée officielle"
"TA","Animaux vivants","58","Équateur","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","11476","","Donnée officielle"
"TA","Animaux vivants","58","Équateur","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","58","Équateur","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","0","F","Estimation FAO"
"TA","Animaux vivants","178","Érythrée","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","178","Érythrée","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","0","F","Estimation FAO"
"TA","Animaux vivants","203","Espagne","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","59102","","Donnée officielle"
"TA","Animaux vivants","203","Espagne","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","41540","","Donnée officielle"
"TA","Animaux vivants","203","Espagne","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","18555","","Donnée officielle"
"TA","Animaux vivants","203","Espagne","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","34608","","Donnée officielle"
"TA","Animaux vivants","63","Estonie","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","432","","Donnée officielle"
"TA","Animaux vivants","63","Estonie","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","591","","Donnée officielle"
"TA","Animaux vivants","63","Estonie","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","310","","Donnée officielle"
"TA","Animaux vivants","63","Estonie","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","292","","Donnée officielle"
"TA","Animaux vivants","209","Eswatini","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","2521","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","209","Eswatini","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","1847","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","209","Eswatini","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","*","Chiffre non officiel"
"TA","Animaux vivants","209","Eswatini","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","0","*","Chiffre non officiel"
"TA","Animaux vivants","231","États-Unis d'Amérique","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","5350","","Donnée officielle"
"TA","Animaux vivants","231","États-Unis d'Amérique","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","11616","","Donnée officielle"
"TA","Animaux vivants","231","États-Unis d'Amérique","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","87015","","Donnée officielle"
"TA","Animaux vivants","231","États-Unis d'Amérique","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","202798","","Donnée officielle"
"TA","Animaux vivants","238","Éthiopie","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","70","*","Chiffre non officiel"
"TA","Animaux vivants","238","Éthiopie","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","106","","Donnée officielle"
"TA","Animaux vivants","238","Éthiopie","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","","M","Donnée non disponible"
"TA","Animaux vivants","238","Éthiopie","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","","M","Donnée non disponible"
"TA","Animaux vivants","62","Éthiopie RDP","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","","M","Donnée non disponible"
"TA","Animaux vivants","62","Éthiopie RDP","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","","M","Donnée non disponible"
"TA","Animaux vivants","62","Éthiopie RDP","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","","M","Donnée non disponible"
"TA","Animaux vivants","62","Éthiopie RDP","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","","M","Donnée non disponible"
"TA","Animaux vivants","185","Fédération de Russie","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","13840","","Donnée officielle"
"TA","Animaux vivants","185","Fédération de Russie","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","52283","","Donnée officielle"
"TA","Animaux vivants","185","Fédération de Russie","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","6173","","Donnée officielle"
"TA","Animaux vivants","185","Fédération de Russie","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","6194","","Donnée officielle"
"TA","Animaux vivants","66","Fidji","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","3","","Donnée officielle"
"TA","Animaux vivants","66","Fidji","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","11","","Donnée officielle"
"TA","Animaux vivants","66","Fidji","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","66","Fidji","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","0","F","Estimation FAO"
"TA","Animaux vivants","67","Finlande","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","80","","Donnée officielle"
"TA","Animaux vivants","67","Finlande","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","1426","","Donnée officielle"
"TA","Animaux vivants","67","Finlande","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","1296","","Donnée officielle"
"TA","Animaux vivants","67","Finlande","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","4342","","Donnée officielle"
"TA","Animaux vivants","68","France","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","18100","","Donnée officielle"
"TA","Animaux vivants","68","France","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","23124","","Donnée officielle"
"TA","Animaux vivants","68","France","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","87395","","Donnée officielle"
"TA","Animaux vivants","68","France","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","208181","","Donnée officielle"
"TA","Animaux vivants","74","Gabon","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","381","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","74","Gabon","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","717","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","75","Gambie","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","10","","Donnée officielle"
"TA","Animaux vivants","75","Gambie","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","26","","Donnée officielle"
"TA","Animaux vivants","75","Gambie","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","75","Gambie","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","0","F","Estimation FAO"
"TA","Animaux vivants","73","Géorgie","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","1192","","Donnée officielle"
"TA","Animaux vivants","73","Géorgie","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","2147","","Donnée officielle"
"TA","Animaux vivants","73","Géorgie","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","*","Chiffre non officiel"
"TA","Animaux vivants","73","Géorgie","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","0","*","Chiffre non officiel"
"TA","Animaux vivants","81","Ghana","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","7588","","Donnée officielle"
"TA","Animaux vivants","81","Ghana","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","8886","","Donnée officielle"
"TA","Animaux vivants","81","Ghana","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","*","Chiffre non officiel"
"TA","Animaux vivants","81","Ghana","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","0","*","Chiffre non officiel"
"TA","Animaux vivants","84","Grèce","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","5294","","Donnée officielle"
"TA","Animaux vivants","84","Grèce","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","5986","","Donnée officielle"
"TA","Animaux vivants","84","Grèce","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","4000","","Donnée officielle"
"TA","Animaux vivants","84","Grèce","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","4416","","Donnée officielle"
"TA","Animaux vivants","86","Grenade","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","358","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","86","Grenade","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","366","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","86","Grenade","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","","M","Donnée non disponible"
"TA","Animaux vivants","86","Grenade","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","","M","Donnée non disponible"
"TA","Animaux vivants","89","Guatemala","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","15068","","Donnée officielle"
"TA","Animaux vivants","89","Guatemala","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","14331","","Donnée officielle"
"TA","Animaux vivants","89","Guatemala","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","2613","","Donnée officielle"
"TA","Animaux vivants","89","Guatemala","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","1592","","Donnée officielle"
"TA","Animaux vivants","90","Guinée","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","701","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","90","Guinée","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","1233","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","90","Guinée","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","90","Guinée","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","0","F","Estimation FAO"
"TA","Animaux vivants","175","Guinée-Bissau","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","14","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","175","Guinée-Bissau","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","8","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","91","Guyana","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","36","","Donnée officielle"
"TA","Animaux vivants","91","Guyana","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","36","","Donnée officielle"
"TA","Animaux vivants","91","Guyana","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","91","Guyana","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","0","F","Estimation FAO"
"TA","Animaux vivants","93","Haïti","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","1857","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","93","Haïti","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","5975","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","95","Honduras","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","1395","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","95","Honduras","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","3801","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","95","Honduras","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","454","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","95","Honduras","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","195","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","97","Hongrie","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","18116","","Donnée officielle"
"TA","Animaux vivants","97","Hongrie","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","24739","","Donnée officielle"
"TA","Animaux vivants","97","Hongrie","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","70031","","Donnée officielle"
"TA","Animaux vivants","97","Hongrie","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","70792","","Donnée officielle"
"TA","Animaux vivants","47","Îles Cook","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","3","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","47","Îles Cook","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","8","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","64","Îles Féroé","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","64","Îles Féroé","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","0","F","Estimation FAO"
"TA","Animaux vivants","100","Inde","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","94","","Donnée officielle"
"TA","Animaux vivants","100","Inde","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","3268","","Donnée officielle"
"TA","Animaux vivants","100","Inde","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","309","","Donnée officielle"
"TA","Animaux vivants","100","Inde","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","833","","Donnée officielle"
"TA","Animaux vivants","101","Indonésie","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","12","","Donnée officielle"
"TA","Animaux vivants","101","Indonésie","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","16","","Donnée officielle"
"TA","Animaux vivants","101","Indonésie","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","","Donnée officielle"
"TA","Animaux vivants","101","Indonésie","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","2","","Donnée officielle"
"TA","Animaux vivants","102","Iran (République islamique d')","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","981","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","102","Iran (République islamique d')","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","10550","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","102","Iran (République islamique d')","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","11237","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","102","Iran (République islamique d')","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","4296","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","103","Iraq","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","978","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","103","Iraq","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","1670","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","103","Iraq","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","103","Iraq","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","0","F","Estimation FAO"
"TA","Animaux vivants","104","Irlande","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","4840","","Donnée officielle"
"TA","Animaux vivants","104","Irlande","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","8548","","Donnée officielle"
"TA","Animaux vivants","104","Irlande","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","20271","","Donnée officielle"
"TA","Animaux vivants","104","Irlande","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","10814","","Donnée officielle"
"TA","Animaux vivants","99","Islande","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","99","Islande","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","0","F","Estimation FAO"
"TA","Animaux vivants","105","Israël","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","312","*","Chiffre non officiel"
"TA","Animaux vivants","105","Israël","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","5005","","Donnée officielle"
"TA","Animaux vivants","105","Israël","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","*","Chiffre non officiel"
"TA","Animaux vivants","105","Israël","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","0","*","Chiffre non officiel"
"TA","Animaux vivants","106","Italie","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","9241","","Donnée officielle"
"TA","Animaux vivants","106","Italie","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","14305","","Donnée officielle"
"TA","Animaux vivants","106","Italie","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","12435","","Donnée officielle"
"TA","Animaux vivants","106","Italie","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","11480","","Donnée officielle"
"TA","Animaux vivants","109","Jamaïque","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","6","*","Chiffre non officiel"
"TA","Animaux vivants","109","Jamaïque","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","10","","Donnée officielle"
"TA","Animaux vivants","109","Jamaïque","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","2","*","Chiffre non officiel"
"TA","Animaux vivants","109","Jamaïque","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","3","","Donnée officielle"
"TA","Animaux vivants","110","Japon","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","557","","Donnée officielle"
"TA","Animaux vivants","110","Japon","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","8581","","Donnée officielle"
"TA","Animaux vivants","110","Japon","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","110","Japon","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","0","F","Estimation FAO"
"TA","Animaux vivants","112","Jordanie","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","942","*","Chiffre non officiel"
"TA","Animaux vivants","112","Jordanie","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","4497","","Donnée officielle"
"TA","Animaux vivants","112","Jordanie","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","378","*","Chiffre non officiel"
"TA","Animaux vivants","112","Jordanie","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","1489","","Donnée officielle"
"TA","Animaux vivants","108","Kazakhstan","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","5800","","Donnée officielle"
"TA","Animaux vivants","108","Kazakhstan","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","7923","","Donnée officielle"
"TA","Animaux vivants","108","Kazakhstan","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","18","","Donnée officielle"
"TA","Animaux vivants","108","Kazakhstan","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","13","","Donnée officielle"
"TA","Animaux vivants","114","Kenya","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","309","","Donnée officielle"
"TA","Animaux vivants","114","Kenya","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","847","","Donnée officielle"
"TA","Animaux vivants","114","Kenya","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","4357","","Donnée officielle"
"TA","Animaux vivants","114","Kenya","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","1750","","Donnée officielle"
"TA","Animaux vivants","113","Kirghizistan","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","128","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","113","Kirghizistan","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","305","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","113","Kirghizistan","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","113","Kirghizistan","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","0","F","Estimation FAO"
"TA","Animaux vivants","83","Kiribati","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","","M","Donnée non disponible"
"TA","Animaux vivants","83","Kiribati","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","","M","Donnée non disponible"
"TA","Animaux vivants","118","Koweït","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","2707","","Donnée officielle"
"TA","Animaux vivants","118","Koweït","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","5050","","Donnée officielle"
"TA","Animaux vivants","118","Koweït","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","698","","Donnée officielle"
"TA","Animaux vivants","118","Koweït","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","255","","Donnée officielle"
"TA","Animaux vivants","122","Lesotho","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","3388","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","122","Lesotho","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","3452","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","122","Lesotho","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","F","Estimation FAO"
"TA","Animaux vivants","122","Lesotho","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","0","F","Estimation FAO"
"TA","Animaux vivants","119","Lettonie","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","1888","","Donnée officielle"
"TA","Animaux vivants","119","Lettonie","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","1849","","Donnée officielle"
"TA","Animaux vivants","119","Lettonie","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","172","","Donnée officielle"
"TA","Animaux vivants","119","Lettonie","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","115","","Donnée officielle"
"TA","Animaux vivants","121","Liban","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","976","","Donnée officielle"
"TA","Animaux vivants","121","Liban","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","3310","","Donnée officielle"
"TA","Animaux vivants","121","Liban","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","27","","Donnée officielle"
"TA","Animaux vivants","121","Liban","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","39","","Donnée officielle"
"TA","Animaux vivants","123","Libéria","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","0","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","123","Libéria","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","0","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","124","Libye","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","473","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","124","Libye","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","1182","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","126","Lituanie","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","5343","","Donnée officielle"
"TA","Animaux vivants","126","Lituanie","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","4843","","Donnée officielle"
"TA","Animaux vivants","126","Lituanie","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","2721","","Donnée officielle"
"TA","Animaux vivants","126","Lituanie","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","2290","","Donnée officielle"
"TA","Animaux vivants","256","Luxembourg","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","97","","Donnée officielle"
"TA","Animaux vivants","256","Luxembourg","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","850","","Donnée officielle"
"TA","Animaux vivants","256","Luxembourg","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","164","","Donnée officielle"
"TA","Animaux vivants","256","Luxembourg","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","346","","Donnée officielle"
"TA","Animaux vivants","154","Macédoine du Nord","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","617","","Donnée officielle"
"TA","Animaux vivants","154","Macédoine du Nord","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","779","","Donnée officielle"
"TA","Animaux vivants","154","Macédoine du Nord","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","1267","","Donnée officielle"
"TA","Animaux vivants","154","Macédoine du Nord","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","606","","Donnée officielle"
"TA","Animaux vivants","129","Madagascar","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","31","","Donnée officielle"
"TA","Animaux vivants","129","Madagascar","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","49","","Donnée officielle"
"TA","Animaux vivants","129","Madagascar","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","2","","Donnée officielle"
"TA","Animaux vivants","129","Madagascar","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","1","","Donnée officielle"
"TA","Animaux vivants","131","Malaisie","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","2477","*","Chiffre non officiel"
"TA","Animaux vivants","131","Malaisie","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","10267","","Donnée officielle"
"TA","Animaux vivants","131","Malaisie","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","51008","","Donnée officielle"
"TA","Animaux vivants","131","Malaisie","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","163535","","Donnée officielle"
"TA","Animaux vivants","130","Malawi","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","197","","Donnée officielle"
"TA","Animaux vivants","130","Malawi","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","758","","Donnée officielle"
"TA","Animaux vivants","130","Malawi","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","34","","Donnée officielle"
"TA","Animaux vivants","130","Malawi","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","87","","Donnée officielle"
"TA","Animaux vivants","132","Maldives","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","16","","Donnée officielle"
"TA","Animaux vivants","132","Maldives","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","14","","Donnée officielle"
"TA","Animaux vivants","133","Mali","5609","Importations - Quantité","1057","Poulets","2013","2013","1000 têtes","1397","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","133","Mali","5622","Importations - Valeur","1057","Poulets","2013","2013","1000 US$","1842","R","Données estimées en utilisant les données des pays partenaires"
"TA","Animaux vivants","133","Mali","5909","Exportations - Quantité","1057","Poulets","2013","2013","1000 têtes","857","F","Estimation FAO"
"TA","Animaux vivants","133","Mali","5922","Exportations - Valeur","1057","Poulets","2013","2013","1000 US$","840","F","Estimation FAO"
